name,agency,location,genres,website
Philip Patterson,Marjacq,London,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction, Politics",https://www.marjacq.com/
Sarah Levitt,Aevitas Creative Management,Boston,"Nonfiction, Narrative Nonfiction, Feminism, Politics, LGBTQ",https://aevitascreative.com/
Jana Burson,The Christopher Ferebee Agency,Los Angeles,"Nonfiction, Christian, Fiction, Memoir, Narrative Nonfiction, Spirituality",https://www.christopherferebee.com
T.S. Ferguson,Azantian Literary Agency,Los Angeles,"Fiction, Middle Grade, Young Adult, Fantasy, Graphic Novel, Historical Fiction, Horror, LGBTQ",https://www.azantianlitagency.com/
Aashna Avachat,Laura Dail Literary Agency,Los Angeles,"Children's Book, Fiction, Graphic Novel, Middle Grade, Nonfiction, Picture Book, Young Adult",https://www.manuscriptwishlist.com/mswl-post/aashna-avachat/?mc_cid=697d12ab6d&mc_eid=19f692a020
Kurestin Armada,Root Literary,Los Angeles,"Fantasy, Graphic Novel, Literary Fiction, Romance, Science Fiction, Middle Grade, Horror, Picture Book, Mystery",https://www.rootliterary.com/
Carolyn Forde,Transatlantic Agency,Toronto,"Fiction, Commercial Fiction, Horror, Literary Fiction, Nonfiction, Narrative Nonfiction",https://www.transatlanticagency.com/
Nicole Resciniti,The Seymour Agency,Naples,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Action & Adventure, Cookbook, Spirituality",https://theseymouragency.com/
Miriam Goderich,"Dystel, Goderich & Bourret",New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction",https://www.dystel.com/
Tracy Fisher,WME Books,Los Angeles,"Fiction, Nonfiction, Thriller",https://wmebookdepartment.com/
Laurel Symonds,KT Literary,New York,"Graphic Novel, Young Adult, Nonfiction, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ, African-American, #ownvoices",https://ktliterary.com/
Hannah Douglas,MK Agency,Brisbane,"Fiction, Literary Fiction, Nonfiction, Cookbook, Narrative Nonfiction",https://www.margaretkennedyagency.com/
Clare Wallace,Darley Anderson Literary Agency,London,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book",https://www.darleyanderson.com/
Janet Kobobel Grant,Books & Such Literary Agency,San Francisco,"Nonfiction, Christian, Commercial Fiction, Fiction, Memoir, Middle Grade, Young Adult",https://www.booksandsuch.com/
Fiona Inglis,Curtis Brown Australia,Sydney,Fiction,https://www.curtisbrown.com.au/fiona-inglis
Eve MacSweeney,Calligraph Literary Agency,New York,"Feminism, Literary Fiction, Nonfiction, Narrative Nonfiction",https://www.calligraphlit.com/
Priya Doraswamy,Lotus Lane Literary,New Delhi,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Crime Fiction, Mystery, Thriller",http://www.lotuslit.com/
Erica Rand Silverman,Stimola Literary Studio,New York,"Fiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, Graphic Novel, LGBTQ",https://www.stimolaliterarystudio.com/
Emily Sylvan Kim,Prospect Agency,Newark,"Young Adult, Children's Book, Middle Grade, Romance, Women's Fiction, Commercial Fiction, Literary Fiction, Memoir, Nonfiction",http://www.prospectagency.com
Brenna English-Loeb,Transatlantic Agency,Toronto,"Fantasy, Mystery, Science Fiction, Horror",https://www.transatlanticagency.com/
Debbie Golvan,Golvan Arts Management,Melbourne,"Fiction, Commercial Fiction, Literary Fiction, Poetry, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade",https://www.golvanarts.com.au/
Tanya McKinnon,McKinnon Literary,New York,"Fiction, Graphic Novel, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American, #ownvoices",https://mckinnonliterary.com/
Michelle Tessler,Tessler Literary Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction",http://www.tessleragency.com/
Melanie Figueroa,Root Literary,Los Angeles,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Literary Fiction, Women's Fiction, Young Adult, Middle Grade, Horror, Mystery, New Adult, Romance",https://www.rootliterary.com/
Danielle Binks,Jacinta di Mase Management,Melbourne,"Fiction, BIPOC, Commercial Fiction, Crime Fiction, Diverse Fiction, Historical Fiction, LGBTQ, Literary Fiction, Memoir, Mystery, Narrative Nonfiction, Nonfiction, #ownvoices, Women's Fiction",https://www.jacintadimase.com.au/
Barbara Lowenstein,Lowenstein Associates,New York,"Fiction, Mystery, Nonfiction, Business Book, Self-Help, BIPOC, Cookbook, Crime Fiction, Diverse Fiction",https://lowensteinassociates.com/
Oliver Munson,A.M. Heath & Co. Ltd,London,"Fiction, Commercial Fiction, Crime Fiction, Thriller, Nonfiction, Narrative Nonfiction, Sports, Action & Adventure",https://amheath.com
David Miller,The Garamond Agency,Boston,"Nonfiction, Business Book, Narrative Nonfiction, Politics",http://www.garamondagency.com/
Lalitha Ravindran,First Forays,New Delhi,"Fiction, Historical Fiction, Literary Fiction, Romance, Nonfiction, Memoir, Narrative Nonfiction, Politics, Business Book",https://firstforays.com/
Laurie Abkemeier,DeFiore and Company,New York,"Nonfiction, Memoir, Narrative Nonfiction, Humor",http://www.defliterary.com/
Hannah Ferguson,Hardman & Swainson Literary Agency,London,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction",http://www.hardmanswainson.com/
Abigail Fenton,Ampersand Agency,London,"Commercial Fiction, Fiction",https://theampersandagency.co.uk/about
Julia Lord,Julia Lord Literary Management,New York,"Fiction, Action & Adventure, Historical Fiction, Humor, Mystery, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Sports, Memoir",http://www.julialordliterarymgt.com/
Roma Panganiban,Azantian Literary Agency,Los Angeles,"Fiction, Literary Fiction, Middle Grade, Narrative Nonfiction, Nonfiction, Young Adult",https://www.azantianlitagency.com/
Dennis Schleicher,Talcott Notch Literary Services,Hartford,"Fiction, Nonfiction, Christian, Self-Help, Spirituality, LGBTQ, Children's Book, Young Adult, Memoir",http://www.talcottnotch.net/
Jackie Kaiser,Westwood Creative Artists,Toronto,"Commercial Fiction, Fiction, Literary Fiction, Narrative Nonfiction",https://wcaltd.com/jackie-kaiser/
Bridget Wagner Matzie,Aevitas Creative Management,Boston,"Fiction, Commercial Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Cookbook, Crime Fiction, Feminism, Humor, LGBTQ, Self-Help",https://aevitascreative.com/
Kelly Bergh,Lucinda Literary,Philadelphia,"Children's Book, Fiction, Nonfiction, Poetry, Self-Help, Spirituality",https://lucindaliterary.com/
Barb Roose,Books & Such Literary Agency,San Francisco,"Nonfiction, Christian, Commercial Fiction, Diverse Fiction, Memoir, Narrative Nonfiction, Spirituality",https://www.booksandsuch.com/
Lindsay Auld,Writers House,New York,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book, African-American, BIPOC, Fantasy, Action & Adventure, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Romance, Thriller, Women's Fiction",http://www.writershouse.com/
Kathleen Ortiz,"New Leaf Literary & Media, Inc.",New York,"Fiction, Graphic Novel, Humor, Young Adult, Children's Book, Middle Grade, Picture Book, Commercial Fiction, Nonfiction, Spirituality",https://komediamanagement.com/kathleen-ortiz/
Danielle Burby,Mad Woman Literary Agency,New York,"Fiction, Young Adult",https://www.madwomanliterary.com/
Stephanie Delman,Trellis Literary Management,New York,"Historical Fiction, Literary Fiction, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, Feminism, Horror, Mystery, Women's Fiction",https://www.trellisliterary.com/
Nick Mullendore,Vertical Ink Agency,New York,"Fiction, Literary Fiction, Nonfiction, Business Book",https://www.vertical-ink-agency.com/
Karen Tayleur,Jacinta Di Mase Management,Melbourne,"Fiction, Children's Book, Picture Book",https://www.jacintadimase.com.au/
Rachelle Gardner,Gardner Literary,Denver,"LGBTQ, Self-Help, Spirituality, Humor, Narrative Nonfiction, Politics, Nonfiction",https://rachellegardner.com/
Lee O’Brien,Looking Glass Literary & Media,San Diego,"Thriller, Young Adult, Horror",https://www.lookingglasslit.com/
Bill Clegg,The Clegg Agency,New York,"Fiction, Literary Fiction, Poetry, Nonfiction, Memoir, Narrative Nonfiction",http://www.thecleggagency.com/
Adam Chromy,Movable Type Management,New York,"Fiction, Commercial Fiction, Nonfiction, Narrative Nonfiction, Cookbook, Historical Fiction, Memoir, Mystery, Sports",https://www.movabletm.com/
Kate McKean,Howard Morhaim Literary Agency,New York,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Humor, Literary Fiction, Science Fiction, Young Adult, Nonfiction, Memoir, Middle Grade, Diverse Fiction, LGBTQ",https://www.morhaimliterary.com/
Alec Shane,Writers House,New York,"Fiction, Horror, Humor, Thriller, Young Adult, Nonfiction, Sports, Children's Book, Middle Grade, Mystery, Historical Fiction",http://www.writershouse.com/
Austin Wilson,Wolgemuth & Associates,Orlando,"Nonfiction, Christian, Fiction, Memoir, Narrative Nonfiction, Spirituality",https://wolgemuthandassociates.com/
Jordan Hamessly,JABberwocky Literary Agency,New York,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, LGBTQ",https://awfulagent.com/
Chris Parris-Lamb,The Gernert Company,New York,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Commercial Fiction",http://www.thegernertco.com/
Tanusri Prasanna,DeFiore and Company,New York,"Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, Narrative Nonfiction, Picture Book, Romance, Thriller",https://www.defliterary.com/
Erin Harris,Folio Literary Management,New York,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction",https://www.foliolit.com/
Kimberly Whalen,The Whalen Agency,New York,"Fiction, Commercial Fiction, Fantasy, Thriller, Women's Fiction, Young Adult",http://thewhalenagency.com/
Laura Dail,Laura Dail Literary Agency,New York,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Business Book, Children's Book, Commercial Fiction",http://www.ldlainc.com/
Ann Rittenberg,Ann Rittenberg Literary Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction",http://www.rittlit.com/
Jenny Darling,Jenny Darling & Associates,Melbourne,"Fiction, Nonfiction",https://jennydarling.com.au/
Pamela Harty,The Knight Agency,Atlanta,"Fiction, Romance, Young Adult, Nonfiction, Business Book, Christian, Self-Help, Spirituality, Children's Book, Middle Grade, Diverse Fiction, Historical Fiction, Mystery",https://knightagency.net/
Rebecca Podos,Neighborhood Literary,Boston,"Fiction, Fantasy, Historical Fiction, Horror, New Adult, Romance, Science Fiction, Women's Fiction, Young Adult, Diverse Fiction, BIPOC, LGBTQ, Mystery, Narrative Nonfiction, Nonfiction",https://www.neighborhoodliterary.com/about
Trinity McFadden,The Bindery Agency,Denver,"Feminism, LGBTQ, Narrative Nonfiction, Nonfiction, Politics, Self-Help, Spirituality",https://www.thebinderyagency.com/
Jennifer Thompson,Nordlyset Literary Agency,Minneapolis,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Self-Help, Feminism, Memoir, Politics",https://www.nordlysetagency.com/
Monika Woods,Triangle House Literary,New York,"Fiction, Commercial Fiction, Humor, Literary Fiction, Nonfiction, Cookbook, Narrative Nonfiction, Politics, Feminism",https://www.triangle.house/
Heather Cashman,Storm Literary Agency,Minneapolis,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Humor, Mystery, Science Fiction, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Sports, Children's Book, Middle Grade, Diverse Fiction, Romance, Women's Fiction",https://www.stormliteraryagency.com/
Nour Sallam,P.S. Literary Agency,Toronto,"BIPOC, Commercial Fiction, Diverse Fiction, Fiction, Horror, LGBTQ, Mystery, Nonfiction, #ownvoices, Politics, Romance, Thriller, Young Adult, Fantasy, Memoir",https://www.psliterary.com/
Michael V. Carlisle,InkWell Management,New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Spirituality, Sports, Christian, Memoir, Politics",http://inkwellmanagement.com/
David Headley,DHH Literary Agency,London,"Fiction, Literary Fiction",http://www.dhhliteraryagency.com/
Nicole Payne,Copps Literary Services,Dallas,"Fiction, Action & Adventure, Commercial Fiction, Historical Fiction, Women's Fiction, Young Adult, Diverse Fiction, Cookbook, Literary Fiction, Romance, Thriller, African-American, BIPOC, Chick Lit, Christian, Fantasy, Humor, LGBTQ, Mystery, New Adult, Nonfiction, Science Fiction, Spirituality, Sports",https://www.coppsliterary.com/
Maria Massie,Massie McQuilkin & Altman Literary Agents,New York,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction",http://www.mmqlit.com/
Tara Gilbert,KT Literary,New York,"Fiction, Fantasy, Graphic Novel, Horror, Romance, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Historical Fiction, New Adult, Science Fiction, Women's Fiction",https://ktliterary.com/
Katherine Flynn,Calligraph Literary Agency,New York,"Business Book, Fiction, Narrative Nonfiction, Politics, Nonfiction",https://www.calligraphlit.com/
Lynn Nesbit,Janklow & Nesbit Associates,New York,"Fiction, Commercial Fiction, Nonfiction, Memoir, Narrative Nonfiction, Literary Fiction",http://www.janklowandnesbit.com/
Jes Trudel,The Rights Factory,Toronto,"Middle Grade, Young Adult, Fiction, Graphic Novel",https://www.therightsfactory.com
Chris Calhoun,Chris Calhoun Agency,New York,"Fiction, Literary Fiction, Nonfiction, Commercial Fiction, Poetry",http://chriscalhounagency.com/
Frances Collin,Frances Collin Literary Agency,Philadelphia,"Fiction, Fantasy, Historical Fiction, Literary Fiction, Science Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction",http://www.francescollin.com/
Victoria Selvaggio,Storm Literary Agency,Minneapolis,"Fiction, Fantasy, Mystery, Thriller, Middle Grade, Narrative Nonfiction, New Adult, Picture Book, Young Adult",https://www.stormliteraryagency.com/
Victoria Marini,High Line Literary Collective,New York,"Fiction, Action & Adventure, Crime Fiction, Fantasy, Historical Fiction, Thriller, Women's Fiction, Young Adult, Commercial Fiction, Horror, LGBTQ, Mystery, Romance, Science Fiction",https://www.highlineliterary.com/
Jessica Schmeidler,Golden Wheat Literary,"Hays, US","Fiction, Action & Adventure, Literary Fiction, Mystery, Thriller, Women's Fiction, Young Adult, Middle Grade, Historical Fiction, Memoir",http://www.goldenwheatliterary.com/
Patricia Nelson,Looking Glass Literary & Media,San Diego,"Fiction, Commercial Fiction, Literary Fiction, Romance, Women's Fiction, Young Adult, Middle Grade, Diverse Fiction, LGBTQ, Historical Fiction, Mystery, Horror",https://www.lookingglasslit.com/
Stephanie Fretwell-Hill,Red Fox Literary,Los Angeles,"Young Adult, Children's Book, Middle Grade, Picture Book",http://redfoxliterary.com/
Daniel Mandel,Sanford J. Greenburger Associates,New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Politics, Sports",https://www.greenburger.com/
John Pearce,Westwood Creative Artists,Toronto,"Fiction, Historical Fiction, Literary Fiction, Memoir, Narrative Nonfiction, Nonfiction, Science Fiction",https://wcaltd.com/john-pearce/
GiannaMarie Dobson,Neighborhood Literary,Philadelphia,"Fantasy, Fiction, LGBTQ, Middle Grade, Science Fiction, Young Adult",https://www.neighborhoodliterary.com/about
Meredith Bernstein,Meredith Bernstein Literary Agency,New York,"Fiction, Commercial Fiction, Humor, Literary Fiction, New Adult, Romance, Thriller, Women's Fiction, Nonfiction, Business Book, Memoir, Spirituality, Diverse Fiction",http://www.meredithbernsteinliteraryagency.com
Lucy Carson,The Friedrich Agency,New York,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Action & Adventure, Diverse Fiction, Historical Fiction, Horror, Humor, LGBTQ, Romance, Thriller, Women's Fiction, Commercial Fiction, Mystery",http://friedrichagency.com/
Jennifer Carlson,"Dunow, Carlson & Lerner Literary Agency",New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Middle Grade, Young Adult",https://www.dclagency.com/
Sarah Fuentes,United Talent Agency,New York,"Fiction, Literary Fiction, Nonfiction, Memoir, Commercial Fiction",https://www.unitedtalent.com/
Kristy Hunter,The Knight Agency,Atlanta,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Horror, Humor, New Adult, Romance, Thriller, Women's Fiction, Young Adult, Children's Book, Diverse Fiction, LGBTQ, Literary Fiction, Chick Lit",http://www.knightagency.net/
Samantha Fabien,Root Literary,Los Angeles,"Fiction, Commercial Fiction, Fantasy, Horror, Mystery, Romance, Thriller, Women's Fiction, Young Adult",https://www.rootliterary.com/
Jessica Berg,Rosecliff Literary,Washington DC,"Fiction, Historical Fiction, Literary Fiction, Commercial Fiction, Crime Fiction, Memoir, Nonfiction, Self-Help, Thriller, Women's Fiction",https://www.rosecliffliterary.com/
Sara Harowitz,Westwood Creative Artists,Toronto,"Memoir, Narrative Nonfiction, Nonfiction",https://wcaltd.com/sara-harowitz/
Kathryn Willms,The Rights Factory,Toronto,"Cookbook, Self-Help, Sports, Business Book, Diverse Fiction, Fiction, LGBTQ, Narrative Nonfiction, Nonfiction",https://www.therightsfactory.com/
Sally Wofford-Girand,Union Literary,New York,"Literary Fiction, Narrative Nonfiction, Crime Fiction, Diverse Fiction, Fantasy, Fiction, Historical Fiction, Horror, LGBTQ, Nonfiction, Politics, Thriller, Young Adult",http://www.unionliterary.com/
Paul Bresnick,"Bresnick Weil Literary Agency, LLC",New York,"Humor, Nonfiction, Memoir, Narrative Nonfiction, Sports, Commercial Fiction, Fiction",http://bresnickagency.com/
Martha Webb,CookeMcDermid,Toronto,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Self-Help",https://cookemcdermid.com/
Jennifer Newens,Martin Literary Management,Seattle,"Children's Book, Cookbook, Picture Book, Self-Help, Diverse Fiction, Nonfiction",https://www.martinlit.com/
Lauren E. MacLeod,Aevitas Creative Management,Nashville,"Nonfiction, Feminism, Cookbook, Memoir",https://www.aevitascreative.com/
Beth Marshea,Ladderbird Literary Agency,San Francisco,"Fiction, Crime Fiction, Fantasy, Horror, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American, BIPOC, LGBTQ",http://www.ladderbird.com/
Aaron Priest,The Aaron M. Priest Literary Agency,New York,"Fiction, Commercial Fiction, Thriller, Nonfiction",http://aaronpriest.com/
Marilyn Biderman,Transatlantic Agency,Toronto,"Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, Feminism, LGBTQ, Thriller",https://www.transatlanticagency.com/
Kate Nash,Kate Nash Literary Agency,London,"Fiction, Historical Fiction, Romance, Crime Fiction, Mystery, Thriller, Women's Fiction, Commercial Fiction, Diverse Fiction",https://katenashlit.co.uk/
Sarah Yake,Frances Collin Literary Agency,Pittsburgh,"Commercial Fiction, Fiction, Literary Fiction, Memoir, Narrative Nonfiction, Nonfiction",https://www.francescollin.com/
Selwa Anthony,Selwa Anthony Author Management Agency,Sydney,"Fiction, Fantasy, Romance, Thriller, Nonfiction, Memoir",http://www.selwaanthony.com.au/
Carolyn Savarese,Calligraph Literary Agency,New York,"Nonfiction, Politics, Business Book, Children's Book",https://www.calligraphlit.com/
Todd Shuster,Aevitas Creative Management,Boston,"Fiction, Nonfiction, Business Book, Memoir, Politics, Historical Fiction",https://aevitascreative.com/
Chad Luibl,Janklow & Nesbit Associates,New York,"Commercial Fiction, Graphic Novel, Horror, Science Fiction, Thriller, Nonfiction, Narrative Nonfiction, Diverse Fiction, Historical Fiction",http://www.janklowandnesbit.com/
Sam Copeland,RCW Literary Agency,London,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Thriller, Young Adult, Children's Book, Nonfiction",https://www.rcwlitagency.com/
Simon Trewin,Simon Trewin Literary and Media Rights Agency,London,"Fiction, Historical Fiction, Literary Fiction, Thriller",https://www.simontrewin.co.uk/
Marissa Koors,Curious Minds Agency,New York,"Nonfiction, Narrative Nonfiction",https://curiousmindsagency.com/
Shannon Marven,Dupree Miller & Associates,Dallas,"Nonfiction, Christian, Narrative Nonfiction, Spirituality",http://www.dupreemiller.com
Mollie Glick,Creative Artists Agency,New York,"Fiction, Literary Fiction, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Diverse Fiction, African-American",https://www.caa.com/
Janet Silver,Aevitas Creative Management,Boston,"Fiction, Literary Fiction, Poetry, Nonfiction, Memoir, Narrative Nonfiction, Women's Fiction",https://aevitascreative.com/
Taylor Haggerty,Root Literary,Los Angeles,"Fiction, Romance, Women's Fiction, Young Adult, Middle Grade",https://www.rootliterary.com/
Adam Eaglin,The Cheney Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics",https://www.cheneyagency.com/
Ryan D. Harbage,The Fischer-Harbage Agency,New York,"Fiction, Nonfiction, Memoir, Narrative Nonfiction",http://www.fischerharbage.com/
Ayesha Pande,Ayesha Pande Literary,New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, African-American",http://www.pandeliterary.com/
Amy Levenson,Blue Heron Literary,Seattle,"Fiction, Nonfiction, Cookbook, Children's Book",http://www.blueheronliterary.com
Shelly Romero,Azantian Literary Agency,Los Angeles,"Fiction, Horror, LGBTQ, Middle Grade, Romance, Science Fiction, Thriller, Young Adult, Commercial Fiction, Diverse Fiction, Fantasy, New Adult",https://www.azantianlitagency.com/about-us/
Caroline Sheldon,"Rogers, Coleridge & White",London,"Fiction, Commercial Fiction, Historical Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Women's Fiction",https://www.rcwlitagency.com/
Jill Grinberg,Jill Grinberg Literary Management,New York,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Romance, Science Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade, Business Book, Feminism, Historical Fiction, Politics, Spirituality, Women's Fiction",https://jillgrinbergliterary.com/
Tricia Skinner,Fuse Literary,Dallas,"Fiction, Fantasy, Horror, Romance, Science Fiction, Children's Book, Middle Grade, Diverse Fiction, African-American, BIPOC, LGBTQ",http://fuseliterary.com/
Betsy Lerner,"Dunow, Carlson & Lerner Literary Agency",New York,"Nonfiction, Memoir",https://www.dclagency.com/
Jenni Burke,Illuminate Literary Agency,Portland,"Nonfiction, Business Book, Christian, Memoir, Self-Help, Spirituality, Narrative Nonfiction",https://illuminateliterary.com/
Barbara Poelle,Word One Literary,New York,"Fiction, Commercial Fiction, Crime Fiction, Humor, Literary Fiction, Mystery, Thriller",https://www.wordonelit.com/
Bethany Saltman,Wave Literary,New York,"Fiction, Business Book, Narrative Nonfiction, Nonfiction",https://www.waveliterary.com/
Brent Taylor,Triada US Literary Agency,Pittsburgh,"Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book, Commercial Fiction, Fantasy, Historical Fiction, Horror, LGBTQ, Literary Fiction, Mystery, New Adult, Romance, Thriller, Women's Fiction",https://www.btaylorbooks.com/
Jud Laghi,The Jud Laghi Agency,New York,"Humor, Nonfiction, Business Book, Literary Fiction, Mystery, Narrative Nonfiction, Thriller",http://www.laghiagency.com/
Peter Rubie,FinePrint Literary Management,New York,"Fiction, Crime Fiction, Fantasy, Science Fiction, Thriller, Nonfiction, Business Book, Narrative Nonfiction, Spirituality, Middle Grade, Action & Adventure, Commercial Fiction, Diverse Fiction, Feminism, Mystery, Politics, Women's Fiction, Children's Book, Historical Fiction, Picture Book",https://fineprintlit.com/
Jennifer Unter,The Unter Agency,New York,"Fiction, Children's Book, Memoir, Middle Grade, Nonfiction, Young Adult",https://theunteragency.com/
Bonnie Swanson,FinePrint Literary Management,New York,"Humor, Nonfiction",https://fineprintlit.com/bonnie-swanson.html
Lucinda Halpern,Lucinda Literary,New York,"Business Book, Memoir, Narrative Nonfiction, Nonfiction",https://lucindaliterary.com/
Wendi Gu,HG Literary,New York,"Young Adult, Picture Book, Graphic Novel, Horror, Children's Book, Cookbook, Feminism, LGBTQ, Memoir, Middle Grade, Narrative Nonfiction, Spirituality, Sports, Fiction, Nonfiction, Politics",https://www.hgliterary.com/
Brettne Bloom,The Book Group,New York,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Young Adult, Nonfiction, Cookbook, Memoir, Spirituality",http://www.thebookgroup.com/
Tara Wynne,Curtis Brown Australia,Sydney,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Literary Fiction, Romance, Thriller, Young Adult, Nonfiction, Memoir, Self-Help, Children's Book, Historical Fiction, Middle Grade",https://www.curtisbrown.com.au/
Maeve MacLysaght,Aevitas Creative Management,San Francisco,"Fiction, Fantasy, Graphic Novel, Mystery, Romance, Science Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Horror, New Adult",http://aevitascreative.com/
Garrett Alwert,Emerald City Literary Agency,Seattle,"Fiction, Young Adult, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Commercial Fiction, Romance, Thriller",https://emeraldcityliterary.com/
Chris Casuccio,Westwood Creative Artists,Toronto,"Commercial Fiction, Fiction, Graphic Novel, Literary Fiction, Narrative Nonfiction, Nonfiction",https://wcaltd.com/chris-casuccio/
Jessica Felleman,Jennifer Lyons Literary Agency,New York,"Narrative Nonfiction, LGBTQ, Self-Help, Sports, Commercial Fiction, Diverse Fiction, Fantasy, Horror, Humor, Literary Fiction, Mystery, New Adult, Science Fiction, Women's Fiction",https://www.jenniferlyonsliteraryagency.com/
Elizabeth Bennett,Transatlantic Agency,Toronto,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Graphic Novel",https://www.transatlanticagency.com/
Katherine Fausset,"Curtis Brown, Ltd.",New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir",https://curtisbrown.com/
Gaia Banks,Sheil Land Associates,London,"Fiction, Fantasy, Mystery, Romance, Thriller, Nonfiction, Spirituality, Children's Book, #ownvoices, Science Fiction",http://www.sheilland.com/
Jennifer Gates,Aevitas Creative Management,Boston,"Fiction, Literary Fiction, Nonfiction, Memoir, Children's Book",https://aevitascreative.com/
Andrew Lownie,Andrew Lownie Literary Agency,London,"Nonfiction, Memoir",http://www.andrewlownie.co.uk//
Quressa Robinson,Folio Literary Management,Denver,"Fiction, Fantasy, Romance, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Diverse Fiction, #ownvoices, African-American, BIPOC, LGBTQ, Commercial Fiction, Feminism, Horror, Humor, Literary Fiction, Memoir, Science Fiction, Thriller",https://www.foliojr.com/
Samantha Wekstein,Thompson Literary Agency,New York,"Fiction, Fantasy, Historical Fiction, Romance, Science Fiction, Women's Fiction, Young Adult, Diverse Fiction, Middle Grade, Picture Book, Chick Lit, Commercial Fiction, LGBTQ, Memoir, Narrative Nonfiction, New Adult, Politics",https://thompsonliterary.com/
Jan Miller,Dupree Miller & Associates,Dallas,"Nonfiction, Business Book, Christian, Narrative Nonfiction, Politics, Self-Help, Spirituality",http://www.dupreemiller.com/index.html
Marilia Savvides,The Plot Agency,London,"Commercial Fiction, Crime Fiction, Diverse Fiction, Feminism, Fiction, Horror, LGBTQ, Narrative Nonfiction, Thriller, Women's Fiction, Chick Lit, Romance",https://www.theplotagency.com/
